Feature,Cluster 1
genepc1,0.0823114096687784
feobv,-0.4795663631260777
raclopride,-0.2506815415823624
feobv,-0.14361818754990757
az10419369,-0.3867496181812551
cimbi36,-0.12677196262882923
cumi101,0.029614956234112477
dasb,0.09986223959372204
sb207145,0.04762501309161693
mrb,-0.3942285522120019
abp688,-0.31474944371353875
flumazenil,0.14324418982548834
fpcit,0.07758309820659155
madam,-0.06175835138140313
ucbj,0.06451511769114013
p943,-0.30279376202378167
gsk189254,-0.322274808566826
megalpha,0.31092323779891395
megbeta,-0.6581895641553434
megdelta,-0.1650452468090979
meggamma1,-0.3511996803230707
meggamma2,0.03281511138766984
megtheta,-0.6393677332466097
megtimescale,0.03475091952743334
myelinmap,0.09172153878456901
thickness,-0.07575265231797754
methylreboxetine,-0.2924192794444956
devexp,-0.34293346322441276
evoexp,-0.3566078506913952
flubatine,-0.4296096043310557
fallypride,0.11810547102156702
sch23390,0.012612601294381588
carfentanil,-0.3015028831113932
fmpepd2,-0.37813542502795333
fcgradient01,0.07636161041360424
fcgradient02,0.5089338583829143
fcgradient03,-0.2684579136407072
fcgradient04,0.27246218941320693
fcgradient05,-0.011600052202826327
fcgradient06,-0.07116135828907354
fcgradient07,0.03310134975519945
fcgradient08,0.2798260668452408
fcgradient09,-0.311255906988984
fcgradient10,0.018040670586652003
intersubjvar,-0.1979787312828049
lsn3172176,0.15173337691810432
cogpc1,-0.3785448836553018
flumazenil,-0.057235172899852416
omar,0.006213056330495544
gsk215083,-0.06886201211568285
cbf,-0.42071350975518684
cbv,0.07594602904042623
cmr02,-0.15988045558749645
cmrglc,-0.2726053085969717
scalinghcp,-0.0752643633380741
scalingnih,-0.2208311147482233
scalingpnc,-0.20048012806856944
abp688,-0.3077549719465519
flb457,0.1968118379734641
fepe2i,-0.2623586383368767
meancbf,-0.25585757415351795
altanserin,-0.005720940634448657
dasb,0.054599330820248246
p943,-0.32745618222504896
way100635,0.13614869275231462
abp688,-0.3784155406496534
flb457,0.20817055194484393
SAaxis,-0.10470278040076902
feobv,-0.3390291923004617
carfentanil,-0.33517466868637535
ly2795050,-0.3842523032260436
FChomology,0.2590666419958767
evoexp,-0.19636258149822378
